;Reg;Aircraft Type; Config ;Delivered; Remark ;Fleet Number;Aircraft Name;Age;;;
; N969FD ;Boeing 757-28A(SF); Cargo ; 25 Apr 2013 ;; 969 ; Skylar ; 25 Years ;;;
; N970FD ;Boeing 757-28A(SF); Cargo ; 24 Oct 2012 ;; 970 ; Jordyn ; 24.8 Years ;;;
; N971FD ;Boeing 757-28A(SF); Cargo ; 10 Oct 2012 ;; 971 ; Darcy ; 27.1 Years ;;;
; N972FD ;Boeing 757-28A(SF); Cargo ; 13 Nov 2012 ;; 972 ; Keven ; 23.8 Years ;;;
; N973FD ;Boeing 757-2Y0(SF); Cargo ; 11 Oct 2011 ;; 973 ; Abigaile ; 29.6 Years ;;;
; N974FD ;Boeing 757-2Y0(SF); Cargo ; 12 Dec 2012 ;; 974 ; Eva ; 29.1 Years ;;;
; N975FD ;Boeing 757-2B7(SF); Cargo ; 13 May 2013 ;lst Morningstar Air Express as C-FMHA ; 975 ; Meriel ; 28.8 Years ;;;
; N976FD ;Boeing 757-2B7(SF); Cargo ; 7 May 2013 ; Parked, lst Morningstar Air Express as C-FMEZ ; 976 ; Cassidy ; 28.8 Years ;;;
; N977FD ;Boeing 757-236(SF); Cargo ; 20 Dec 2013 ;; 977 ; Gatten ; 34.2 Years ;;;
; N978FD ;Boeing 757-236(SF); Cargo ; 20 Jun 2012 ;opby Morningstar Air Express ; 978 ; Mackenzie Ann ; 34 Years ;;;
; N979FD ;Boeing 757-236(SF); Cargo ; 4 Oct 2012 ;; 979 ; Jackie ; 29.8 Years ;;;
; N985FD ;Boeing 757-230(SF); Cargo ; 7 Jun 2013 ;; 985 ; Karina ; 32 Years ;;;
; N986FD ;Boeing 757-231(SF); Cargo ; 25 Feb 2013 ;; 986 ; Tanner ; 24.5 Years ;;;
; N987FD ;Boeing 757-231(SF); Cargo ; 30 Oct 2013 ;; 987 ; James ; 24.4 Years ;;;
; N988FD ;Boeing 757-222(SF); Cargo ; 30 Apr 2012 ;; 988 ; Sofia ; 28.8 Years ;;;
; N989FD ;Boeing 757-231(SF); Cargo ; 22 Sep 2011 ;; 989 ; Martyjo ; 24.9 Years ;;;
; N990FD ;Boeing 757-232(SF); Cargo ; 8 Feb 2011 ;; 990 ; Ana ; 35.8 Years ;;;
; N991FD ;Boeing 757-232(SF); Cargo ; 15 Dec 2010 ;; 991 ; Teagan ; 35.3 Years ;;;
; N992FD ;Boeing 757-232(SF); Cargo ; 4 Feb 2011 ;; 992 ; Gemma ; 35.3 Years ;;;
; N993FD ;Boeing 757-2Q8(SF); Cargo ; 23 Nov 2009 ;; 993 ; Jasmine ; 30 Years ;;;
; N994FD ;Boeing 757-23A(SF); Cargo ; 12 Jun 2008 ;; 994 ; Lindora ; 29.2 Years ;;;
; N995FD ;Boeing 757-2Q8(SF); Cargo ; 6 Jan 2011 ;; 995 ; Risa ; 29.8 Years ;;;
; N996FD ;Boeing 757-2Q8(SF); Cargo ; 6 Jan 2011 ;; 996 ; Savannah ; 28.7 Years ;;;
; N997FD ;Boeing 757-230(SF); Cargo ; 30 Jun 2010 ;; 997 ; Analise ; 31.9 Years ;;;
; N998FD ;Boeing 757-230(SF); Cargo ; 5 Dec 2011 ;; 998 ; Tatum ; 31.9 Years ;;;
; N999FD ;Boeing 757-230(SF); Cargo ; 24 Aug 2010 ;; 999 ; Meredith ; 31.8 Years ;;;
; N101FE ;Boeing 767-3S2F; Cargo ; 4 Sep 2013 ;; 101 ; Hannah ; 8.6 Years ;;;
; N102FE ;Boeing 767-3S2F; Cargo ; 17 Oct 2013 ;; 102 ; Kara ; 8.5 Years ;;;
; N103FE ;Boeing 767-3S2F; Cargo ; 18 Nov 2013 ;; 103 ; Selah ; 8.3 Years ;;;
; N104FE ;Boeing 767-3S2F; Cargo ; 10 Dec 2013 ;; 104 ; Birdie ; 8.3 Years ;;;
; N105FE ;Boeing 767-3S2F; Cargo ; 12 Feb 2019 ;; 105 ; Dario ; 3.1 Years ;;;
; N106FE ;Boeing 767-3S2F; Cargo ; 5 Sep 2014 ;; 106 ; Evelyn ; 7.5 Years ;;;
; N107FE ;Boeing 767-3S2F; Cargo ; 25 Sep 2014 ;; 107 ; Grayson ; 7.4 Years ;;;
; N108FE ;Boeing 767-3S2F; Cargo ; 28 Oct 2014 ;; 108 ; Lucia ; 7.4 Years ;;;
; N109FE ;Boeing 767-3S2F; Cargo ; 14 Nov 2014 ;; 109 ; Stephanie ; 7.3 Years ;;;
; N110FE ;Boeing 767-3S2F; Cargo ; 4 Dec 2014 ;; 110 ; Margo ; 7.3 Years ;;;
; N111FE ;Boeing 767-300F; Cargo ; 28 Jul 2020 ;; 111 ; Kacee ; 1.6 Years ;;;
; N112FE ;Boeing 767-3S2F; Cargo ; 12 Jan 2015 ;; 112 ; Jordan ; 7.2 Years ;;;
; N113FE ;Boeing 767-3S2F; Cargo ; 29 Jan 2015 ;; 113 ; Brandon ; 7.1 Years ;;;
; N114FE ;Boeing 767-3S2F; Cargo ; 18 Feb 2015 ;; 114 ; Jade ; 7.1 Years ;;;
; N115FE ;Boeing 767-3S2F; Cargo ; 5 Mar 2015 ;; 115 ; Rosabella ; 7 Years ;;;
; N117FE ;Boeing 767-3S2F; Cargo ; 20 Mar 2015 ;; 117 ; Kendall ; 7 Years ;;;
; N118FE ;Boeing 767-3S2F; Cargo ; 10 Apr 2015 ;; 118 ; Emilee ; 6.9 Years ;;;
; N119FE ;Boeing 767-3S2F; Cargo ; 27 Aug 2019 ;; 119 ; Landon ; 2.5 Years ;;;
; N120FE ;Boeing 767-3S2F; Cargo ; 4 May 2015 ;; 120 ; Brianna ; 6.8 Years ;;;
; N121FE ;Boeing 767-3S2F; Cargo ; 1 Jun 2015 ;; 121 ; Kylah ; 6.8 Years ;;;
; N122FE ;Boeing 767-3S2F; Cargo ; 12 Jun 2015 ;; 122 ; Josephine ; 6.7 Years ;;;
; N123FE ;Boeing 767-3S2F; Cargo ; 28 Jul 2015 ;; 123 ; Shuler ; 6.6 Years ;;;
; N124FE ;Boeing 767-3S2F; Cargo ; 2 Jul 2015 ;; 124 ; Quinn ; 6.7 Years ;;;
;Reg;Aircraft Type; Config ;Delivered; Remark ;Fleet Number;Aircraft Name;Age;;;
; N125FE ;Boeing 767-3S2F; Cargo ; 12 Aug 2015 ;; 125 ; Claudia ; 6.6 Years ;;;
; N126FE ;Boeing 767-3S2F; Cargo ; 17 Sep 2015 ;; 126 ; Josie ; 6.5 Years ;;;
; N127FE ;Boeing 767-3S2F; Cargo ; 29 Sep 2015 ;; 127 ; HaileyAnna ; 6.4 Years ;;;
; N128FE ;Boeing 767-3S2F; Cargo ; 15 Oct 2015 ;; 128 ; Jaxon ; 6.4 Years ;;;
; N129FE ;Boeing 767-3S2F; Cargo ; 24 Nov 2015 ;; 129 ; Carina ; 6.3 Years ;;;
; N130FE ;Boeing 767-3S2F; Cargo ; 17 Feb 2016 ;; 130 ; Addison ; 6.1 Years ;;;
; N131FE ;Boeing 767-3S2F; Cargo ; 30 Sep 2016 ;; 131 ; Alanis ; 5.4 Years ;;;
; N132FE ;Boeing 767-3S2F; Cargo ; 19 Apr 2016 ;; 132 ; Analia ; 5.9 Years ;;;
; N133FE ;Boeing 767-3S2F; Cargo ; 20 Dec 2016 ;; 133 ; Boden ; 5.2 Years ;;;
; N134FE ;Boeing 767-3S2F; Cargo ; 3 Jun 2016 ;; 134 ; Emma Jay ; 5.8 Years ;;;
; N135FE ;Boeing 767-3S2F; Cargo ; 10 Jun 2016 ;; 135 ; Lexington ; 5.8 Years ;;;
; N136FE ;Boeing 767-300F; Cargo ; 16 Dec 2019 ;; 136 ; Haven ; 2.2 Years ;;;
; N137FE ;Boeing 767-3S2F; Cargo ; 29 Jun 2016 ;; 137 ; Peter ; 5.7 Years ;;;
; N138FE ;Boeing 767-3S2F; Cargo ; 26 Jul 2016 ;; 138 ; Ryan ; 5.6 Years ;;;
; N139FE ;Boeing 767-3S2F; Cargo ; 24 Aug 2016 ;; 139 ; Spencer ; 5.5 Years ;;;
; N140FE ;Boeing 767-3S2F; Cargo ; 31 Aug 2016 ;; 140 ; Tyler ; 5.5 Years ;;;
; N141FE ;Boeing 767-3S2F; Cargo ; 27 Sep 2016 ;; 141 ; Maddox Ace ; 5.4 Years ;;;
; N142FE ;Boeing 767-3S2F; Cargo ; 1 Nov 2016 ;; 142 ; Poppy ; 5.4 Years ;;;
; N143FE ;Boeing 767-3S2F; Cargo ; 22 Nov 2016 ;; 143 ; Ayda ; 5.3 Years ;;;
; N144FE ;Boeing 767-3S2F; Cargo ; 27 Feb 2017 ;; 144 ; Hoyt ; 5.1 Years ;;;
; N145FE ;Boeing 767-3S2F; Cargo ; 22 Mar 2017 ;; 145 ; Demitra ; 5 Years ;;;
; N146FE ;Boeing 767-3S2F; Cargo ; 24 May 2017 ;; 146 ; Charity ; 4.8 Years ;;;
; N147FE ;Boeing 767-3S2F; Cargo ; 13 Jun 2017 ;; 147 ; Charles ; 4.8 Years ;;;
; N148FE ;Boeing 767-3S2F; Cargo ; 30 Jun 2017 ;; 148 ; Lois ; 4.7 Years ;;;
; N149FE ;Boeing 767-3S2F; Cargo ; 21 Jul 2017 ;; 149 ; Lailana ; 4.6 Years ;;;
; N150FE ;Boeing 767-3S2F; Cargo ; 15 Sep 2017 ;; 150 ; Maliya ; 4.5 Years ;;;
; N151FE ;Boeing 767-3S2F; Cargo ; 12 Oct 2017 ;; 151 ; Presley ; 4.4 Years ;;;
; N152FE ;Boeing 767-3S2F; Cargo ; 21 Nov 2017 ;; 152 ; Malachi ; 4.3 Years ;;;
; N153FE ;Boeing 767-3S2F; Cargo ; 19 Dec 2017 ;; 153 ; Teyo ; 4.2 Years ;;;
; N154FE ;Boeing 767-3S2F; Cargo ; 23 Jan 2018 ;; 154 ; Zachary ; 4.1 Years ;;;
; N155FE ;Boeing 767-3S2F; Cargo ; 2 Feb 2018 ;; 155 ; Louis ; 4.1 Years ;;;
; N156FE ;Boeing 767-3S2F; Cargo ; 23 Feb 2018 ;; 156 ; Tess ; 4 Years ;;;
; N157FE ;Boeing 767-3S2F; Cargo ; 16 Mar 2018 ;; 157 ; Benoît ; 4 Years ;;;
; N158FE ;Boeing 767-3S2F; Cargo ; 6 Apr 2018 ;; 158 ; Damien ; 3.9 Years ;;;
; N159FE ;Boeing 767-3S2F; Cargo ; 4 May 2018 ;; 159 ; Averianna ; 3.9 Years ;;;
; N160FE ;Boeing 767-3S2F; Cargo ; 21 May 2018 ;; 160 ; Katalina ; 3.8 Years ;;;
; N161FE ;Boeing 767-3S2F; Cargo ; 8 Jun 2018 ;; 161 ; Rayyaan ; 3.7 Years ;;;
; N162FE ;Boeing 767-3S2F; Cargo ; 22 Jun 2018 ;; 162 ; Thor ; 3.7 Years ;;;
; N163FE ;Boeing 767-3S2F; Cargo ; 20 Jul 2018 ;; 163 ; Albie ; 3.7 Years ;;;
; N164FE ;Boeing 767-3S2F; Cargo ; 23 Aug 2018 ;; 164 ; Aleena ; 3.5 Years ;;;
; N165FE ;Boeing 767-3S2F; Cargo ; 3 Aug 2018 ;; 165 ; Mette ; 3.6 Years ;;;
; N166FE ;Boeing 767-3S2F; Cargo ; 18 Sep 2018 ;; 166 ; JobEdokat ; 3.5 Years ;;;
; N167FE ;Boeing 767-3S2F; Cargo ; 12 Oct 2018 ;; 167 ; Timya ; 3.4 Years ;;;
; N168FE ;Boeing 767-3S2F; Cargo ; 2 Nov 2018 ;; 168 ; Massimo ; 3.3 Years ;;;
; N169FE ;Boeing 767-3S2F; Cargo ; 20 Nov 2018 ;; 169 ; Nicholas ; 3.3 Years ;;;
; N170FE ;Boeing 767-3S2F; Cargo ; 21 Dec 2018 ;; 170 ; Sienna ; 3.2 Years ;;;
; N172FE ;Boeing 767-3S2F; Cargo ; 25 Jan 2019 ;; 172 ; Edison ; 3.1 Years ;;;
; N173FE ;Boeing 767-3S2F; Cargo ; 12 Mar 2019 ;; 173 ; Eleanor ; 3 Years ;;;
; N174FE ;Boeing 767-3S2F; Cargo ; 29 Mar 2019 ;; 174 ; Javin ; 2.9 Years ;;;
; N175FE ;Boeing 767-3S2F; Cargo ; 29 May 2019 ;; 175 ; Ahnya Kailani ; 2.8 Years ;;;
; N176FE ;Boeing 767-3S2F; Cargo ; 15 Jul 2019 ;; 176 ; Kasper ; 2.7 Years ;;;
; N177FE ;Boeing 767-3S2F; Cargo ; 25 Jun 2019 ;; 177 ; Nylesha ; 2.7 Years ;;;
; N178FE ;Boeing 767-3S2F; Cargo ; 8 Aug 2019 ;; 178 ; Paisley ; 2.6 Years ;;;
;Reg;Aircraft Type; Config ;Delivered; Remark ;Fleet Number;Aircraft Name;Age;;;
; N179FE ;Boeing 767-300F; Cargo ; 27 Sep 2019 ;; 179 ; Edy ; 2.4 Years ;;;
; N180FE ;Boeing 767-300F; Cargo ; 7 Nov 2019 ;; 180 ; Kristjan ; 2.3 Years ;;;
; N181FE ;Boeing 767-300F; Cargo ; 17 Oct 2019 ;; 181 ; Hao ; 2.4 Years ;;;
; N182FE ;Boeing 767-300F; Cargo ; 20 Dec 2019 ;; 182 ; Nathan ; 2.2 Years ;;;
; N183FE ;Boeing 767-300F; Cargo ; 10 Feb 2020 ;; 183 ; Alixes ; 2.1 Years ;;;
; N184FE ;Boeing 767-300F; Cargo ; 31 Mar 2020 ;; 184 ; Freddie ; 2 Years ;;;
; N185FE ;Boeing 767-300F; Cargo ; 19 Jun 2020 ;; 185 ; Christine ; 1.7 Years ;;;
; N186FE ;Boeing 767-300F; Cargo ; 10 Aug 2020 ;; 186 ; Dimboih ; 1.6 Years ;;;
; N187FE ;Boeing 767-300F; Cargo ; 26 Aug 2020 ;; 187 ; Bennett ; 1.5 Years ;;;
; N188FE ;Boeing 767-300F; Cargo ; 17 Nov 2020 ;; 188 ; Yiuyiu ; 1.3 Years ;;;
; N189FE ;Boeing 767-300F; Cargo ; 11 Dec 2020 ;; 189 ; Riko ; 1.3 Years ;;;
; N190FE ;Boeing 767-300F; Cargo ; 7 Jan 2021 ;; 190 ; Rian ; 1.2 Years ;;;
; N191FE ;Boeing 767-300F; Cargo ; 25 Mar 2021 ;; 191 ; Audrey ; 1.1 Years ;;;
; N192FE ;Boeing 767-300F; Cargo ; 9 Apr 2021 ;; 192 ; Rajveer ; 0.9 Years ;;;
; N193FE ;Boeing 767-300F; Cargo ; 11 Jun 2021 ;; 193 ; Marie ; 0.8 Years ;;;
; N195FE ;Boeing 767-300F; Cargo ; 21 Jun 2021 ;; 195 ; Adalyn ; 0.8 Years ;;;
; N196FE ;Boeing 767-300F; Cargo ; 13 Jul 2021 ;; 196 ; Luke ; 0.7 Years ;;;
; N197FE ;Boeing 767-300F; Cargo ; 16 Aug 2021 ;; 197 ; Grant ; 0.6 Years ;;;
; N198FE ;Boeing 767-300F; Cargo ; 30 Sep 2021 ;; 198 ; Matthew ; 0.4 Years ;;;
; N199FE ;Boeing 767-300F; Cargo ; 9 Nov 2021 ;; 199 ; Olivia ; 0.3 Years ;;;
; N269FE ;Boeing 767-300F; Cargo ; 10 Sep 2021 ;; 269 ; Ashton ; 0.5 Years ;;;
; N270FE ;Boeing 767-300F; Cargo ; 25 Feb 2020 ;; 270 ; Dayena ; 2 Years ;;;
; N271FE ;Boeing 767-300F; Cargo ; 30 Jun 2020 ;; 271 ; Jeremiah ; 1.7 Years ;;;
; N272FE ;Boeing 767-300F; Cargo ; 4 Sep 2020 ;; 272 ; Henry ; 1.5 Years ;;;
; N273FE ;Boeing 767-300F; Cargo ; 2 Dec 2020 ;; 273 ; Liam ; 1.3 Years ;;;
; N274FE ;Boeing 767-300F; Cargo ; 30 Dec 2020 ;; 274 ; Nicco ; 1.2 Years ;;;
; N275FE ;Boeing 767-300F; Cargo ; 30 Mar 2021 ;; 275 ; Julia ; 1 Years ;;;
; N276FE ;Boeing 767-300F; Cargo ; 6 May 2021 ;; 276 ; Mckinley ; 0.9 Years ;;;
; N277FE ;Boeing 767-300F; Cargo ; 14 May 2021 ;"100th Boeing 767 FedEx" sticker ; 277 ; Ariella ; 0.8 Years ;;;
; N278FE ;Boeing 767-300F; Cargo ; 9 Jul 2021 ;; 278 ; Blake ; 0.7 Years ;;;
; N279FE ;Boeing 767-300F; Cargo ; 29 Jul 2021 ;; 279 ; Rafaela ; 0.6 Years ;;;
; N280FE ;Boeing 767-300F; Cargo ; 19 Oct 2021 ;; 280 ; Antonio ; 0.4 Years ;;;
; N296FE ;Boeing 767-3S2F; Cargo ; 3 May 2019 ;; 296 ; Sullivan ; 2.8 Years ;;;
; N297FE ;Boeing 767-32LF; Cargo ; 10 Feb 2015 ;; 297 ; Benjamin ; 9.8 Years ;;;
; N298FE ;Boeing 767-32LF; Cargo ; 10 Feb 2015 ;; 298 ; Bianca ; 9.6 Years ;;;
; N299FE ;Boeing 767-300F; Cargo ; 10 Mar 2020 ;; 299 ; Aoife ; 2 Years ;;;
; N840FD ;Boeing 777-FFX; Cargo ; 12 Jan 2021 ;; 840 ;; 10.7 Years ;;;
; N842FD ;Boeing 777-FHT; Cargo ; 16 Feb 2017 ;lsd ; 842 ; Leia ; 10.6 Years ;;;
; N843FD ;Boeing 777-FHT; Cargo ; 3 Feb 2017 ;; 843 ; Melanie ; 10.4 Years ;;;
; N844FD ;Boeing 777-FHT; Cargo ; 12 Jan 2017 ;lsd ; 844 ; Jason ; 10.3 Years ;;;
; N845FD ;Boeing 777-F; Cargo ; 5 Jun 2020 ;; 845 ; Juliette ; 1.8 Years ;;;
; N846FD ;Boeing 777-F; Cargo ; 31 Aug 2020 ;; 846 ; Peyton ; 1.5 Years ;;;
; N847FD ;Boeing 777-F; Cargo ; 17 Sep 2021 ;; 847 ; Anya ; 0.5 Years ;;;
; N848FD ;Boeing 777-F; Cargo ; 26 Oct 2021 ;; 848 ; Memphis ; 0.4 Years ;;;
; N849FD ;Boeing 777-F; Cargo ; On Order ;; 849 ;;;;;
; N850FD ;Boeing 777-FS2; Cargo ; 25 Sep 2009 ;; 850 ; Carsen ; 12.5 Years ;;;
; N851FD ;Boeing 777-FS2; Cargo ; 11 Dec 2009 ;; 851 ; Tristin ; 12.3 Years ;;;
; N852FD ;Boeing 777-FS2; Cargo ; 2 Mar 2010 ;; 852 ; Jenna ; 12.1 Years ;;;
; N853FD ;Boeing 777-FS2; Cargo ; 24 Nov 2009 ;; 853 ; Talon ; 12.3 Years ;;;
; N854FD ;Boeing 777-FS2; Cargo ; 3 Sep 2010 ;; 854 ; Faith ; 11.5 Years ;;;
; N855FD ;Boeing 777-FS2; Cargo ; 9 Sep 2010 ;; 855 ; Ariana ; 11.5 Years ;;;
; N856FD ;Boeing 777-FS2; Cargo ; 4 Aug 2010 ;; 856 ; Marceline ; 11.6 Years ;;;
; N857FD ;Boeing 777-FS2; Cargo ; 12 Aug 2010 ;; 857 ; Braydon ; 11.6 Years ;;;
;Reg;Aircraft Type; Config ;Delivered; Remark ;Fleet Number;Aircraft Name;Age;;;
; N858FD ;Boeing 777-FS2; Cargo ; 3 Jun 2011 ;; 858 ; Gina ; 10.8 Years ;;;
; N859FD ;Boeing 777-FS2; Cargo ; 13 Sep 2013 ;; 859 ; Charli ; 8.5 Years ;;;
; N860FD ;Boeing 777-F; Cargo ; 10 May 2019 ;; 860 ; Layton ; 2.8 Years ;;;
; N861FD ;Boeing 777-FS2; Cargo ; 7 Nov 2011 ;; 861 ; Amelia ; 10.4 Years ;;;
; N862FD ;Boeing 777-FS2; Cargo ; 16 Nov 2011 ;; 862 ; Erica ; 10.3 Years ;;;
; N863FD ;Boeing 777-FS2; Cargo ; 23 Mar 2012 ;; 863 ; Madeline ; 10 Years ;;;
; N864FD ;Boeing 777-FS2; Cargo ; 15 May 2012 ;; 864 ; Leah ; 9.8 Years ;;;
; N865FD ;Boeing 777-F; Cargo ; 9 Aug 2019 ;; 865 ; Sloane ; 2.6 Years ;;;
; N866FD ;Boeing 777-F; Cargo ; 20 Sep 2019 ;; 866 ; Georgia ; 2.5 Years ;;;
; N867FD ;Boeing 777-F; Cargo ; 25 May 2021 ;; 867 ; Jaxson ; 0.8 Years ;;;
; N868FD ;Boeing 777-FS2; Cargo ; 22 Jul 2015 ;; 868 ; Joseph ; 6.7 Years ;;;
; N869FD ;Boeing 777-FS2; Cargo ; 22 Sep 2015 ;; 869 ; Reece ; 6.5 Years ;;;
; N870FD ;Boeing 777-F; Cargo ; 29 Jun 2021 ;; 870 ; Adrian ; 0.8 Years ;;;
; N873FD ;Boeing 777-F; Cargo ; 30 Aug 2021 ;; 873 ; Camden ; 0.6 Years ;;;
; N876FD ;Boeing 777-F; Cargo ; 28 Jun 2019 ;; 876 ; Hudson ; 2.7 Years ;;;
; N877FD ;Boeing 777-FS2; Cargo ; 8 Mar 2018 ;; 877 ; Savanah ; 4 Years ;;;
; N878FD ;Boeing 777-FS2; Cargo ; 27 Oct 2017 ;; 878 ; Hollie ; 4.4 Years ;;;
; N879FD ;Boeing 777-F; Cargo ; 15 Oct 2018 ;; 879 ; Tiesen ; 3.4 Years ;;;
; N880FD ;Boeing 777-F28; Cargo ; 17 Mar 2010 ;; 880 ; Kaleb ; 13.6 Years ;;;
; N882FD ;Boeing 777-F28; Cargo ; 25 Mar 2010 ;; 882 ; LeeAnna ; 12.3 Years ;;;
; N883FD ;Boeing 777-FHT; Cargo ; 14 Oct 2010 ;; 883 ; Abbi ; 11.4 Years ;;;
; N884FD ;Boeing 777-FS2; Cargo ; 24 Feb 2011 ;; 884 ; Ananyaa ; 11.1 Years ;;;
; N885FD ;Boeing 777-FS2; Cargo ; 28 Oct 2011 ;; 885 ; Mairead ; 10.4 Years ;;;
; N886FD ;Boeing 777-FS2; Cargo ; 31 Aug 2012 ;; 886 ; Amara ; 9.5 Years ;;;
; N887FD ;Boeing 777-FS2; Cargo ; 4 Oct 2012 ;; 887 ; Juliana ; 9.4 Years ;;;
; N888FD ;Boeing 777-FS2; Cargo ; 14 Nov 2017 ;; 888 ; Moe ; 4.3 Years ;;;
; N889FD ;Boeing 777-FS2; Cargo ; 9 Nov 2012 ;; 889 ; Sydney ; 9.3 Years ;;;
; N890FD ;Boeing 777-FS2; Cargo ; 1 Aug 2012 ;; 890 ; Alexis ; 9.6 Years ;;;
; N891FD ;Boeing 777-FS2; Cargo ; 15 Jun 2018 ;; 891 ; Barrett ; 3.7 Years ;;;
; N892FD ;Boeing 777-FS2; Cargo ; 12 Sep 2011 ;; 892 ; Bella-Skye ; 10.5 Years ;;;
; N893FD ;Boeing 777-F; Cargo ; 19 Aug 2019 ;; 893 ; Anastasiya ; 2.6 Years ;;;
; N894FD ;Boeing 777-F; Cargo ; 23 Jul 2019 ;; 894 ; Sawyer ; 2.6 Years ;;;
; N895FD ;Boeing 777-FS2; Cargo ; 15 Nov 2013 ;; 895 ; Kimberly ; 8.4 Years ;;;
; N896FD ;Boeing 777-F; Cargo ; 25 Jan 2019 ;; 896 ; Santeri ; 3.1 Years ;;;
; N897FD ;Boeing 777-FS2; Cargo ; 22 Nov 2017 ;; 897 ; Star ; 4.3 Years ;;;
; N303FE ;McDonnell Douglas MD-10-30F; Cargo ; 29 Feb 1984 ;; 303 ; Macy ; 48.7 Years ;;;
; N304FE ;McDonnell Douglas MD-10-30F; Cargo ; 4 May 1984 ;; 304 ; Claire ; 43.6 Years ;;;
; N306FE ;McDonnell Douglas MD-10-30F; Cargo ; 24 Jan 1986 ;; 306 ; John ; 36.3 Years ;;;
; N307FE ;McDonnell Douglas MD-10-30F; Cargo ; 7 Mar 1986 ;; 307 ; Annabelle ; 36.1 Years ;;;
; N311FE ;McDonnell Douglas MD-10-30F; Cargo ; 23 Dec 1985 ;; 311 ; Sherrese ; 46.3 Years ;;;
; N313FE ;McDonnell Douglas MD-10-30F; Cargo ; 31 Oct 2009 ;; 313 ; Bilal ; 33.9 Years ;;;
; N316FE ;McDonnell Douglas MD-10-30F; Cargo ; Sep 1999 ;; 316 ; Sarah ; 33.4 Years ;;;
; N318FE ;McDonnell Douglas MD-10-30F; Cargo ; 7 Sep 1994 ;; 318 ; Michael ; 42.9 Years ;;;
; N319FE ;McDonnell Douglas MD-10-30F; Cargo ; 2 Sep 1994 ;; 319 ; Seth ; 42 Years ;;;
; N321FE ;McDonnell Douglas MD-10-30F; Cargo ; Feb 2010 ;; 321 ; Athena ; 41.7 Years ;;;
; N521FE ;McDonnell Douglas MD-11F; Cargo ; 22 Aug 2006 ;; 521 ; Janie ; 29.5 Years ;;;
; N522FE ;McDonnell Douglas MD-11F; Cargo ; 28 Aug 2006 ;; 522 ; Katelyn ; 29.6 Years ;;;
; N523FE ;McDonnell Douglas MD-11F; Cargo ; 8 Aug 2006 ;; 523 ; David ; 29 Years ;;;
; N525FE ;McDonnell Douglas MD-11F; Cargo ; 17 Mar 2005 ;; 525 ; McKinnon ; 28.8 Years ;;;
; N528FE ;McDonnell Douglas MD-11F; Cargo ; 4 Dec 2006 ;; 528 ; Trinity ; 25.5 Years ;;;
; N529FE ;McDonnell Douglas MD-11F; Cargo ; 13 Dec 2006 ;; 529 ; Kalleigh Grace ; 24.1 Years ;;;
; N572FE ;McDonnell Douglas MD-11F; Cargo ; 20 Jul 2009 ;; 572 ; Masaki ; 24.9 Years ;;;
; N573FE ;McDonnell Douglas MD-11F; Cargo ; 3 Sep 2009 ;; 573 ; River ; 25.7 Years ;;;
;Reg;Aircraft Type; Config ;Delivered; Remark ;Fleet Number;Aircraft Name;Age;;;
; N574FE ;McDonnell Douglas MD-11F; Cargo ; 12 Aug 2005 ;; 574 ; Bryce ; 30.3 Years ;;;
; N575FE ;McDonnell Douglas MD-11F; Cargo ; 4 Aug 2005 ;; 575 ; Sonni ; 30 Years ;;;
; N576FE ;McDonnell Douglas MD-11F; Cargo ; 19 May 2005 ;; 576 ; Keeley ; 29.5 Years ;;;
; N578FE ;McDonnell Douglas MD-11(F); Cargo ; 5 Apr 2001 ;; 578 ; Stephen ; 31.8 Years ;;;
; N582FE ;McDonnell Douglas MD-11F; Cargo ; 22 Jan 1996 ;; 582 ; Jamie ; 31.7 Years ;;;
; N583FE ;McDonnell Douglas MD-11F; Cargo ; 11 Jun 1997 ;; 583 ; Aquinnah ; 31.6 Years ;;;
; N584FE ;McDonnell Douglas MD-11F; Cargo ; 17 Oct 1997 ;; 584 ; Jeffery Wellington ; 30.3 Years ;;;
; N585FE ;McDonnell Douglas MD-11F; Cargo ; 17 Jun 1998 ;; 585 ; Katherine ; 30.4 Years ;;;
; N586FE ;McDonnell Douglas MD-11F; Cargo ; 31 May 1996 ;; 586 ; Dylan ; 31.3 Years ;;;
; N587FE ;McDonnell Douglas MD-11F; Cargo ; 19 Sep 1996 ;; 587 ; Irina ; 30 Years ;;;
; N588FE ;McDonnell Douglas MD-11F; Cargo ; 31 May 2000 ;; 588 ; Kendra ; 29.9 Years ;;;
; N589FE ;McDonnell Douglas MD-11F; Cargo ; 26 Mar 2001 ;; 589 ; Shaun ; 29.7 Years ;;;
; N590FE ;McDonnell Douglas MD-11F; Cargo ; 23 Jan 1998 ;; 590 ; Stan ; 31.5 Years ;;;
; N591FE ;McDonnell Douglas MD-11F; Cargo ; 3 Jan 2001 ;; 591 ; Rachel ; 29.7 Years ;;;
; N592FE ;McDonnell Douglas MD-11F; Cargo ; 13 Jan 2000 ;; 592 ; Hope ; 29.1 Years ;;;
; N593FE ;McDonnell Douglas MD-11F; Cargo ; 28 Jun 2001 ;; 593 ; Charlie ; 29.2 Years ;;;
; N594FE ;McDonnell Douglas MD-11F; Cargo ; 19 Jun 2002 ;; 594 ; Derek ; 29.1 Years ;;;
; N595FE ;McDonnell Douglas MD-11F; Cargo ; 27 Sep 2001 ;; 595 ; Katey ; 29.1 Years ;;;
