;Reg;Aircraft Type; Config ;Delivered; Remark ;Aircraft Name;Age;;;
; D-AIXD ;Airbus A350-941; C48W21Y224 ; 14 Aug 2017 ;; Bonn ; 4.6 Years ;;;
; D-AIXE ;Airbus A350-941; C48W21Y224 ; 30 Aug 2017 ;; Essen ; 4.6 Years ;;;
; D-AIXF ;Airbus A350-941; C48W21Y224 ; 16 Nov 2017 ;; Bochum ; 4.3 Years ;;;
; D-AIXG ;Airbus A350-941; C48W21Y224 ; 24 Jan 2018 ;; Mannheim ; 4.2 Years ;;;
; D-AIXH ;Airbus A350-941; C48W21Y224 ; 13 Feb 2018 ;; Magdeburg ; 4.1 Years ;;;
; D-AIXI ;Airbus A350-941; C48W21Y224 ; 3 May 2018 ;; Dortmund ; 3.9 Years ;;;
; D-AIXJ ;Airbus A350-941; C48W21Y224 ; 30 May 2018 ;; Erfurt ; 3.8 Years ;;;
; D-AIXK ;Airbus A350-941; C48W21Y224 ; 19 Jun 2018 ;; Karlsruhe ; 3.9 Years ;;;
; D-AIXL ;Airbus A350-941; C48W21Y224 ; 20 Nov 2018 ;; Rostock ; 3.4 Years ;;;
; D-AIXM ;Airbus A350-941; C48W21Y224 ; 14 Mar 2019 ;; Schwerin ; 3 Years ;;;
; D-AIXN ;Airbus A350-941; C48W21Y224 ; 28 Mar 2019 ;; Göttingen ; 3.1 Years ;;;
; D-AIXO ;Airbus A350-941; C48W21Y224 ; 15 Jul 2019 ; Parked ; Ulm ; 2.7 Years ;;;
; D-AIXP ;Airbus A350-941; C48W21Y224 ; 27 Feb 2020 ;; Braunschweig ; 2.1 Years ;;;
; D-AIXQ ;Airbus A350-941; C48W21Y224 ; 28 Oct 2020 ;; Freiburg ; 1.8 Years ;;;
; D-ABTK ;Boeing 747-430; C67W32Y272 ; 19 Dec 2001 ;;; 20.2 Years ;;;
; D-ABTL ;Boeing 747-430; C67W32Y272 ; 15 Mar 2002 ; Parked ;; 20 Years ;;;
; D-ABVM ;Boeing 747-430; C67W32Y272 ; 7 Feb 1998 ;; Kiel ; 24.1 Years ;;;
;Reg;Aircraft Type; Config ;Delivered; Remark ;Aircraft Name;Age;;;
; D-ABVU ;Boeing 747-430; C67W32Y272 ; 21 Dec 1998 ;;; 23.2 Years ;;;
; D-ABVW ;Boeing 747-430; C67W32Y272 ; 13 Mar 1999 ;; Wolfsburg ; 23 Years ;;;
; D-ABVX ;Boeing 747-430; C67W32Y272 ; 22 Dec 1999 ; Parked ;; 22.2 Years ;;;
; D-ABVY ;Boeing 747-430; C67W32Y272 ; 11 Dec 2000 ; Parked ;; 21.2 Years ;;;
; D-ABVZ ;Boeing 747-430; C67W32Y272 ; 1 Feb 2001 ; Parked ;; 21.1 Years ;;;
; D-ABYA ;Boeing 747-830; F8C80W32Y244 ; 25 Apr 2012 ;; Brandenburg ; 10.1 Years ;;;
; D-ABYC ;Boeing 747-830; F8C80W32Y244 ; 30 Jun 2012 ;; Sachsen ; 9.7 Years ;;;
; D-ABYD ;Boeing 747-830; F8C80W32Y244 ; 24 Aug 2012 ;; Mecklenburg-Vorpommern ; 9.6 Years ;;;
; D-ABYF ;Boeing 747-830; F8C80W32Y244 ; 23 Oct 2012 ;; Sachsen-Anhalt ; 9.4 Years ;;;
; D-ABYG ;Boeing 747-830; F8C80W32Y244 ; 12 Mar 2013 ;; Baden-Württemberg ; 9.1 Years ;;;
; D-ABYH ;Boeing 747-830; F8C80W32Y244 ; 27 Mar 2013 ;; Thüringen ; 9 Years ;;;
; D-ABYI ;Boeing 747-830; F8C80W32Y244 ; 29 May 2013 ;; Potsdam ; 8.8 Years ;;;
; D-ABYJ ;Boeing 747-830; F8C80W32Y244 ; 25 Jun 2013 ;; Hannover ; 8.7 Years ;;;
; D-ABYK ;Boeing 747-830; F8C80W32Y244 ; 13 Aug 2013 ;; Rheinland-Pfalz ; 8.6 Years ;;;
; D-ABYL ;Boeing 747-830; F8C80W32Y244 ; 6 Feb 2014 ;; Hessen ; 8.2 Years ;;;
; D-ABYM ;Boeing 747-830; F8C80W32Y244 ; 28 Feb 2014 ;; Bayern ; 8.1 Years ;;;
; D-ABYN ;Boeing 747-830; F8C80W32Y244 ; 31 Mar 2014 ;; Niedersachsen ; 8 Years ;;;
; D-ABYO ;Boeing 747-830; F8C80W32Y244 ; 30 Apr 2014 ; Parked ;; 7.9 Years ;;;
; D-ABYP ;Boeing 747-830; F8C80W32Y244 ; 25 Jun 2014 ;"1,500th 747" sticker ; Nordrhein-Westfalen ; 7.8 Years ;;;
; D-ABYQ ;Boeing 747-830; F8C80W32Y244 ; 29 Aug 2014 ;; Schleswig-Holstein ; 7.6 Years ;;;
; D-ABYR ;Boeing 747-830; F8C80W32Y244 ; 26 Jan 2015 ;; Bremen ; 7.2 Years ;;;
; D-ABYS ;Boeing 747-830; F8C80W32Y244 ; 19 Feb 2015 ;; Dresden ; 7.1 Years ;;;
; D-ABYT ;Boeing 747-830; F8C80W32Y244 ; 20 Mar 2015 ;Retro cs ;; 7 Years ;;;
; D-ABYU ;Boeing 747-830; F8C80W32Y244 ; 30 Apr 2015 ;; Köln ; 7 Years ;;;
; D-ABTA ;Boeing 777-9;; On Order ;;;;;;
; D-ABTB ;Boeing 777-9;; On Order ;;;;;;
; D-ABTC ;Boeing 777-9;; On Order ;;;;;;
; D-ABTD ;Boeing 777-9;; On Order ;;;;;;
; D-ABTE ;Boeing 777-9;; On Order ;;;;;;
; D-ABTI ;Boeing 777-9;; Due ;;; 1.4 Years ;;;
; D- ;Boeing 777-9;; Due ;;; 1.6 Years ;;;
; D-ABPA ;Boeing 787-9 Dreamliner;; On Order ;; Berlin ; 2.5 Years ;;;
; D-ABPB ;Boeing 787-9 Dreamliner;; On Order ;;; 2.4 Years ;;;
; D-ABPC ;Boeing 787-9 Dreamliner;; On Order ;;; 2.6 Years ;;;
; D-ABPD ;Boeing 787-9 Dreamliner;; On Order ;;; 2.6 Years ;;;
; D-ABPE ;Boeing 787-9 Dreamliner;; On Order ;;;;;;
; D-ACKD ;Bombardier CRJ-900LR (CL-600-2D24); CY84 ; 7 Feb 2018 ;opby Lufthansa CityLine ; Wittlich ; 15.6 Years ;;;
; D-ACKF ;Bombardier CRJ-900LR (CL-600-2D24); CY84 ; 1 Jan 2017 ;opby Lufthansa CityLine ; Prenzlau ; 15.5 Years ;;;
; D-ACKG ;Bombardier CRJ-900LR (CL-600-2D24); CY84 ; 23 May 2017 ;opby Lufthansa CityLine ; Glücksburg ; 15.5 Years ;;;
; D-AECA ;Embraer ERJ-190LR (ERJ-190-100 LR); CY100 ; 7 Feb 2018 ;opby Lufthansa CityLine ; Deidesheim ; 12.3 Years ;;;
; D-AECB ;Embraer ERJ-190LR (ERJ-190-100 LR); CY100 ; 7 Feb 2018 ;opby Lufthansa CityLine ; Meißen ; 12.2 Years ;;;
; D-AECC ;Embraer ERJ-190LR (ERJ-190-100 LR); CY100 ; 7 Feb 2018 ;opby Lufthansa CityLine ; Lutherstadt Eisleben ; 12.2 Years ;;;
; D-AECD ;Embraer ERJ-190LR (ERJ-190-100 LR); CY100 ; 18 Dec 2017 ;opby Lufthansa CityLine ; Schkeuditz ; 12.1 Years ;;;
; D-AECE ;Embraer ERJ-190LR (ERJ-190-100 LR); CY100 ; 29 Dec 2017 ;opby Lufthansa CityLine ; Kronach ; 12 Years ;;;
; D-AECF ;Embraer ERJ-190LR (ERJ-190-100 LR); CY100 ; 9 Dec 2017 ; Parked, opby Lufthansa CityLine ; Kronberg/Taunus ; 11.7 Years ;;;
; D-AECG ;Embraer ERJ-190LR (ERJ-190-100 LR); CY100 ; 7 Feb 2018 ;opby Lufthansa CityLine ; Heppenheim/Bergstraße ; 11.6 Years ;;;
; D-AECH ;Embraer ERJ-190LR (ERJ-190-100 LR); CY100 ; 1 Dec 2017 ;opby Lufthansa CityLine ; Alzey ; 11.6 Years ;;;
; D-AECI ;Embraer ERJ-190LR (ERJ-190-100 LR); CY100 ; 7 Feb 2018 ;opby Lufthansa CityLine ; Tauberbischofsheim ; 11.5 Years ;;;
